MedInc,Latitude,Longitude
2.1806,34.04,-118.19
1.9688,34.04,-118.19
2.1071,34.03,-118.19
3.2639,34.03,-118.19
2.07,34.04,-118.2
3.7619,34.04,-118.2
2.3716,34.03,-118.2
1.8224,34.04,-118.2
2.181,34.04,-118.2
1.6888,34.04,-118.2
1.0333,34.04,-118.2
2.1862,34.04,-118.21
2.2454,34.04,-118.21
2.8,34.04,-118.21
1.6319,34.05,-118.21
2.1923,34.04,-118.21
1.9402,34.05,-118.22
2.5455,34.05,-118.21
1.4189,34.04,-118.22
1.2,34.05,-118.22
1.5163,34.04,-118.22
1.9405,34.04,-118.21
2.2788,34.04,-118.21
1.8125,34.03,-118.22
2.6573,34.03,-118.21
2.5268,34.03,-118.21
2.2083,34.03,-118.21
2.2656,34.03,-118.21
1.925,34.03,-118.2
2.75,34.02,-118.2
2.3472,34.03,-118.2
2.7266,34.03,-118.2
1.4115,34.03,-118.2
2.6875,34.02,-118.21
2.3575,34.02,-118.19
2.3944,34.02,-118.2
1.625,34.02,-118.2
3.7543,34.02,-118.2
7.5752,34.02,-118.21
1.3615,34.02,-118.21
2.5313,34.05,-118.23
0.8288,34.05,-118.24
1.0769,34.04,-118.24
1.1979,34.06,-118.24
1.0227,34.06,-118.24
1.7395,34.06,-118.24
0.6775,34.05,-118.25
0.8131,34.05,-118.25
5.3081,34.06,-118.25
4.0972,34.05,-118.26
2.462,34.04,-118.26
1.7763,34.06,-118.25
1.4886,34.06,-118.26
1.8625,34.06,-118.26
1.8438,34.07,-118.26
2.2607,34.07,-118.26
2.5227,34.07,-118.26
2.345,34.06,-118.26
1.5854,34.06,-118.26
2.3438,34.07,-118.27
1.5885,34.06,-118.27
2.3438,34.07,-118.27
2.1135,34.07,-118.27
1.9818,34.06,-118.27
2.3981,34.07,-118.27
1.9233,34.07,-118.28
2.4632,34.07,-118.28
2.2552,34.07,-118.28
2.3636,34.07,-118.28
2.0173,34.07,-118.28
1.1642,34.06,-118.28
1.7199,34.06,-118.28
1.1346,34.06,-118.27
1.3241,34.06,-118.27
1.494,34.06,-118.27
1.4904,34.06,-118.27
1.7238,34.06,-118.26
2.7634,34.05,-118.27
0.9563,34.05,-118.27
1.6184,34.06,-118.28
1.1122,34.06,-118.28
1.2254,34.06,-118.28
1.7866,34.05,-118.27
1.5727,34.05,-118.27
1.4615,34.05,-118.28
1.6355,34.05,-118.28
1.4413,34.05,-118.28
1.3,34.05,-118.28
1.4801,34.05,-118.28
1.3169,34.05,-118.27
1.7038,34.04,-118.27
1.8304,34.05,-118.27
1.2012,34.05,-118.27
8.8062,34.07,-118.32
15.0001,34.06,-118.33
15.0001,34.07,-118.33
15.0001,34.07,-118.33
7.4574,34.06,-118.34
3.4812,34.06,-118.34
1.6806,34.08,-118.29
2.5386,34.07,-118.29
2.0185,34.06,-118.29
1.6406,34.07,-118.29
2.3567,34.07,-118.29
1.925,34.08,-118.29
2.4348,34.07,-118.3
1.8238,34.07,-118.3
2.3375,34.07,-118.3
3.425,34.07,-118.3
2.2364,34.07,-118.31
2.6218,34.08,-118.31
2.2653,34.07,-118.31
11.2185,34.07,-118.32
0.8804,34.06,-118.31
5.7393,34.06,-118.32
3.5909,34.07,-118.32
15.0001,34.06,-118.32
2.3105,34.07,-118.31
1.6987,34.06,-118.31
2.2708,34.07,-118.3
2.3674,34.07,-118.31
2.2094,34.06,-118.3
1.9038,34.06,-118.31
1.7365,34.07,-118.29
1.8829,34.07,-118.3
1.6953,34.06,-118.3
1.5553,34.06,-118.29
1.5954,34.06,-118.29
2.1637,34.06,-118.29
1.4680000000000002,34.06,-118.3
1.9309,34.06,-118.29
2.0332,34.06,-118.3
1.8214,34.06,-118.3
1.7896,34.06,-118.3
2.8202,34.06,-118.31
1.6725,34.06,-118.31
2.0547,34.06,-118.31
2.1435,34.06,-118.31
2.0278,34.06,-118.31
1.9949,34.06,-118.31
3.5517,34.05,-118.32
4.125,34.06,-118.32
4.5918,34.06,-118.32
8.3617,34.06,-118.33
3.375,34.05,-118.33
2.5284,34.05,-118.33
2.1736,34.05,-118.33
1.5882,34.05,-118.32
1.9923,34.05,-118.32
2.5313,34.05,-118.31
3.1406,34.05,-118.31
1.9152,34.05,-118.3
1.721,34.05,-118.3
2.2937,34.05,-118.31
2.1414,34.05,-118.3
2.2684,34.05,-118.3
1.3867,34.05,-118.29
1.5972,34.05,-118.29
1.9323,34.05,-118.3
2.096,34.05,-118.3
1.847,34.05,-118.29
2.3864,34.05,-118.29
2.053,34.05,-118.29
4.6838,34.08,-118.35
4.89,34.07,-118.35
4.1328,34.07,-118.35
5.8632,34.07,-118.34
10.586,34.08,-118.34
15.0001,34.08,-118.34
6.2223,34.07,-118.34
4.1618,34.07,-118.34
5.5871,34.08,-118.34
3.2645,34.08,-118.35
3.1765,34.08,-118.36
2.9621,34.08,-118.36
3.6111,34.07,-118.35
3.3594,34.07,-118.35
4.0179,34.07,-118.35
3.5719,34.07,-118.35
2.3375,34.07,-118.36
4.7019,34.07,-118.36
4.3667,34.07,-118.37
3.4265,34.07,-118.36
4.25,34.07,-118.37
5.24,34.07,-118.37
3.201,34.07,-118.37
3.1677,34.07,-118.37
3.4286,34.07,-118.37
3.3989,34.08,-118.38
3.3725,34.07,-118.38
3.5573,34.07,-118.38
3.1766,34.07,-118.34
2.4722,34.06,-118.35
7.1669,34.06,-118.34
3.9167,34.05,-118.34
3.5481,34.06,-118.34
3.7167,34.06,-118.34
3.2411,34.06,-118.35
3.7167,34.06,-118.35
5.3819,34.06,-118.35
2.6781,34.05,-118.35
3.2279,34.06,-118.35
3.25,34.06,-118.36
2.9605,34.06,-118.36
4.5192,34.06,-118.37
5.5596,34.06,-118.37
3.1475,34.06,-118.38
2.7824,34.06,-118.38
2.8233,34.06,-118.38
3.5556,34.06,-118.38
3.0862,34.05,-118.37
3.825,34.04,-118.37
4.005,34.05,-118.37
2.9883,34.05,-118.37
5.0858,34.06,-118.37
4.0583,34.05,-118.37
3.625,34.05,-118.37
4.0217,34.06,-118.37
3.3824,34.05,-118.36
4.0625,34.05,-118.36
3.2813,34.05,-118.36
2.7917,34.04,-118.36
3.3333,34.05,-118.36
3.0833,34.05,-118.36
3.0707,34.05,-118.38
5.7509,34.05,-118.39
4.2404,34.05,-118.38
4.4191,34.05,-118.38
4.8958,34.05,-118.38
3.238,34.05,-118.38
3.0956,34.05,-118.38
2.5806,34.05,-118.35
2.0984,34.05,-118.35
2.8793,34.05,-118.36
2.5658,34.05,-118.36
2.8841,34.05,-118.35
3.1944,34.05,-118.34
2.2725,34.05,-118.34
3.6435,34.05,-118.35
2.6654,34.05,-118.34
2.532,34.04,-118.32
2.2554,34.04,-118.32
2.3526,34.04,-118.32
2.9130000000000003,34.04,-118.33
2.0706,34.05,-118.33
3.6373,34.04,-118.33
2.7409,34.05,-118.34
2.5955,34.04,-118.34
2.2254,34.04,-118.34
1.7014,34.04,-118.34
1.8685,34.04,-118.35
3.0856,34.04,-118.35
2.1711,34.04,-118.35
2.3214,34.04,-118.36
3.5161,34.04,-118.36
2.3687,34.04,-118.35
2.1078,34.03,-118.36
3.0694,34.03,-118.37
2.0538,34.04,-118.36
2.4635,34.04,-118.35
1.9,34.03,-118.35
2.5625,34.04,-118.35
2.6,34.04,-118.34
1.6581,34.03,-118.34
1.9408,34.04,-118.34
1.975,34.03,-118.35
2.5927,34.04,-118.33
1.7377,34.03,-118.33
2.628,34.04,-118.33
1.8333,34.04,-118.32
2.0259,34.04,-118.32
2.8654,34.04,-118.32
2.1046,34.03,-118.32
1.9018,34.03,-118.33
3.0132,34.03,-118.32
2.8971,34.03,-118.32
3.1731,34.03,-118.32
2.6098,34.02,-118.32
2.0304,34.02,-118.32
2.0042,34.02,-118.32
1.8783,34.02,-118.33
2.1979,34.02,-118.33
1.6429,34.03,-118.33
4.2218,34.02,-118.34
3.5357,34.02,-118.34
1.89,34.03,-118.35
2.2273,34.03,-118.35
3.25,34.02,-118.35
1.9928,34.03,-118.35
2.1324,34.03,-118.36
1.8316,34.03,-118.36
2.2368,34.03,-118.36
1.6452,34.03,-118.36
2.0879,34.03,-118.36
3.3636,34.03,-118.37
2.4444,34.03,-118.34
2.5156,34.02,-118.34
3.1442,34.02,-118.34
3.4306,34.03,-118.34
1.3444,34.03,-118.34
1.7159,34.02,-118.36
3.9732,34.03,-118.37
2.6154,34.02,-118.37
1.5565,34.05,-118.28
2.1696,34.04,-118.28
2.0817,34.04,-118.29
1.8571,34.05,-118.29
2.4359,34.04,-118.29
1.7225,34.04,-118.3
2.4297,34.05,-118.3
1.2786,34.05,-118.3
1.9336,34.05,-118.31
2.1162,34.05,-118.31
2.3536,34.05,-118.31
2.4048,34.04,-118.31
2.0658,34.04,-118.31
0.8351,34.03,-118.31
1.9531,34.03,-118.32
2.5833,34.04,-118.31
1.7109,34.04,-118.3
2.006,34.04,-118.3
1.767,34.04,-118.31
2.0405,34.04,-118.29
1.78,34.03,-118.3
2.1518,34.04,-118.3
2.1542,34.04,-118.29
2.1471,34.04,-118.29
1.9167,34.03,-118.29
2.0673,34.03,-118.28
1.2875,34.03,-118.29
1.0219,34.03,-118.29
2.0848,34.03,-118.29
0.7473,34.03,-118.29
2.135,34.03,-118.29
2.025,34.03,-118.31
2.8295,34.03,-118.31
2.45,34.02,-118.31
1.4712,34.02,-118.31
2.4519,34.02,-118.31
1.2434,34.02,-118.31
2.1571,34.03,-118.3
2.7125,34.03,-118.3
1.23,34.03,-118.31
1.8564,34.03,-118.3
2.1173,34.03,-118.31
1.3187,34.02,-118.31
2.2981,34.02,-118.31
1.85,34.02,-118.3
2.087,34.02,-118.29
1.631,34.02,-118.3
1.5781,34.02,-118.3
0.4999,34.02,-118.28
1.7546,34.03,-118.27
1.7115,34.03,-118.27
1.6089,34.04,-118.28
1.2969,34.04,-118.28
1.4167,34.04,-118.28
2.1806,34.04,-118.28
1.6037,34.05,-118.28
1.8539,34.03,-118.28
1.7976,34.03,-118.28
2.2232,34.04,-118.28
1.875,34.02,-118.27
1.9375,34.02,-118.28
0.9234,34.02,-118.27
0.8440000000000001,34.03,-118.28
1.2989,34.03,-118.28
2.1944,34.02,-118.25
1.8333,34.03,-118.24
1.2096,34.03,-118.26
2.1905,34.03,-118.25
1.6302,34.02,-118.25
1.5652,34.02,-118.26
2.131,34.02,-118.26
1.8382,34.02,-118.26
2.1667,34.02,-118.26
1.3134,34.02,-118.26
2.0703,34.02,-118.26
1.5603,34.02,-118.26
2.2356,34.02,-118.26
1.913,34.02,-118.25
2.1957,34.02,-118.25
1.2396,34.01,-118.25
2.3304,34.02,-118.25
1.8485,34.02,-118.24
2.375,34.01,-118.24
1.8929,34.01,-118.24
2.1466,34.01,-118.25
1.7813,34.01,-118.24
1.0898,34.01,-118.25
1.2857,34.01,-118.25
1.3287,34.01,-118.25
1.7425,34.01,-118.25
1.4464,34.01,-118.25
1.4653,34.01,-118.26
1.5089,34.01,-118.26
1.9074,34.01,-118.26
1.4524,34.01,-118.27
2.1776,34.01,-118.26
2.319,34.02,-118.27
1.8652,34.01,-118.27
1.2206,34.01,-118.27
1.4327,34.01,-118.27
2.0817,34.01,-118.27
2.148,34.0,-118.27
1.7052,34.0,-118.27
1.75,34.0,-118.27
1.8641,34.01,-118.26
1.6221,34.0,-118.26
1.7237,34.0,-118.25
1.6382,34.0,-118.25
1.5781,34.0,-118.25
1.3030000000000002,34.0,-118.25
1.4792,34.0,-118.25
1.2056,34.0,-118.24
0.9463,34.0,-118.24
2.2813,34.0,-118.25
1.7132,34.0,-118.24
1.875,33.99,-118.24
1.6731,33.99,-118.24
1.5556,33.99,-118.25
2.1793,33.99,-118.25
0.8941,34.0,-118.26
1.9208,34.0,-118.26
1.852,34.0,-118.27
1.3403,34.0,-118.27
1.8917,34.0,-118.27
1.8242,33.99,-118.26
1.6901,33.99,-118.26
1.9531,33.99,-118.27
1.4886,33.99,-118.27
1.8086,33.99,-118.27
1.8824,34.01,-118.28
2.1382,34.02,-118.28
1.1667,34.01,-118.29
1.9152,34.01,-118.3
1.2446,34.02,-118.3
1.1563,34.02,-118.29
1.6699,34.02,-118.3
1.7961,34.01,-118.3
1.7386,34.01,-118.31
1.6667,34.02,-118.31
1.6955,34.02,-118.31
2.0417,34.01,-118.31
1.6851,34.02,-118.31
2.5263,34.01,-118.31
1.8214,34.01,-118.31
3.0759,34.01,-118.31
2.3942,34.01,-118.29
1.6505,34.01,-118.29
1.6875,34.0,-118.3
2.5885,34.01,-118.3
2.0625,34.01,-118.3
1.7143,34.01,-118.28
2.3403,34.0,-118.28
1.4639,34.0,-118.29
1.6036,34.01,-118.29
1.0539,34.01,-118.29
1.8656,34.01,-118.28
1.2065,34.0,-118.28
1.2175,34.01,-118.28
2.3309,34.01,-118.28
2.125,34.0,-118.28
2.0938,34.0,-118.28
1.2778,34.0,-118.28
1.432,34.0,-118.28
2.1607,34.0,-118.28
2.1354,34.0,-118.29
1.2347,34.0,-118.29
2.7727,34.0,-118.29
1.1806,34.0,-118.3
1.5179,34.0,-118.3
2.0809,34.0,-118.29
2.0958,34.0,-118.3
3.05,34.0,-118.3
1.6892,34.0,-118.31
2.0,34.0,-118.3
1.933,34.0,-118.31
2.1116,34.0,-118.31
1.9792,34.0,-118.31
1.6559,33.99,-118.31
2.0915,33.99,-118.31
2.2339,33.99,-118.31
1.7083,33.99,-118.31
1.5846,33.99,-118.29
1.8317,33.99,-118.3
1.9853,33.99,-118.3
1.275,33.99,-118.28
2.0542,33.99,-118.29
2.5848,33.99,-118.28
1.7159,33.99,-118.28
1.7849,33.99,-118.28
2.6667,34.01,-118.32
4.2554,34.02,-118.32
3.3906,34.02,-118.32
3.1548,34.01,-118.32
2.4022,34.01,-118.32
4.26,34.02,-118.33
3.7727,34.01,-118.33
3.5,34.02,-118.33
2.4934,34.01,-118.32
2.0217,34.01,-118.33
1.9231,34.01,-118.33
1.9631,34.01,-118.33
1.95,34.0,-118.32
2.4583,34.0,-118.32
2.2054,34.0,-118.33
2.3333,34.0,-118.33
0.9304,34.0,-118.33
2.5909,33.99,-118.32
1.9779,33.99,-118.32
2.8542,33.99,-118.33
3.2083,33.99,-118.33
4.8125,33.99,-118.34
2.1875,33.99,-118.32
3.7167,33.99,-118.32
2.8274,33.99,-118.33
3.1731,33.99,-118.34
2.175,33.98,-118.32
3.2344,33.98,-118.32
1.9732,33.98,-118.32
3.0833,33.98,-118.32
1.8806,33.98,-118.33
1.6477,33.98,-118.33
1.8472,33.98,-118.33
2.9643,33.99,-118.34
2.9315,33.98,-118.34
4.9531,33.99,-118.35
3.8235,33.98,-118.35
1.675,33.99,-118.34
2.2396,33.98,-118.32
3.5114,33.97,-118.32
1.7067,33.98,-118.32
1.6531,33.98,-118.33
2.5363,33.97,-118.33
4.1635,33.97,-118.33
3.8643,34.02,-118.36
6.5044,34.01,-118.36
4.4028,34.02,-118.37
4.3077,34.02,-118.38
0.8702,34.02,-118.33
2.5568,34.01,-118.34
1.7945,34.01,-118.34
1.6187,34.01,-118.34
4.0357,34.02,-118.34
1.7622,34.02,-118.35
1.5143,34.02,-118.35
1.4589,34.02,-118.35
3.6629,34.01,-118.35
3.5486,34.01,-118.35
3.25,34.0,-118.35
1.8818,33.99,-118.28
1.4625,33.99,-118.28
2.5547,33.99,-118.29
1.0516,33.98,-118.29
1.9375,33.99,-118.29
1.1645,33.99,-118.3
2.5437,33.99,-118.3
1.9556,33.98,-118.3
1.84,33.99,-118.3
5.1136,33.98,-118.31
2.895,33.99,-118.31
2.0,33.98,-118.31
3.5982,33.98,-118.31
1.825,33.98,-118.31
2.3977,33.98,-118.31
2.2138,33.98,-118.32
1.9125,33.98,-118.29
3.4444,33.98,-118.29
2.9432,33.98,-118.3
1.6611,33.98,-118.3
3.0455,33.98,-118.3
2.9375,33.98,-118.3
1.3479,33.98,-118.29
1.4042,33.98,-118.29
1.9564,33.98,-118.28
2.2411,33.98,-118.28
0.9337,33.98,-118.28
0.9809,33.98,-118.28
1.223,33.98,-118.29
1.689,33.97,-118.28
1.9219,33.97,-118.28
1.375,33.97,-118.28
1.7734,33.97,-118.29
3.375,33.97,-118.3
2.0673,33.97,-118.3
2.6311,33.97,-118.3
2.1221,33.97,-118.3
3.2188,33.97,-118.31
2.7917,33.97,-118.31
3.725,33.97,-118.31
3.0917,33.97,-118.31
2.7401,33.94,-118.31
3.1346,33.95,-118.3
3.2708,33.95,-118.31
4.0043,33.95,-118.31
4.8295,33.95,-118.31
3.0682,33.94,-118.31
1.747,33.96,-118.31
1.528,33.96,-118.31
3.4643,33.96,-118.31
4.0625,33.96,-118.31
3.5208,33.97,-118.29
1.4868,33.96,-118.29
2.8299,33.96,-118.3
2.6518,33.96,-118.3
1.2273,33.96,-118.28
1.6156,33.96,-118.28
1.6652,33.97,-118.28
1.3096,33.96,-118.29
3.9722,33.96,-118.3
3.0625,33.96,-118.31
4.4861,33.96,-118.31
3.7143,33.96,-118.31
1.5521,33.99,-118.26
1.625,33.98,-118.27
1.5109,33.99,-118.28
1.8047,33.99,-118.27
1.575,33.98,-118.28
1.3042,33.98,-118.27
1.3801,33.98,-118.27
2.125,33.98,-118.27
1.2315,33.98,-118.26
1.7121,33.97,-118.26
1.9556,33.97,-118.26
1.55,33.97,-118.26
1.5962,33.97,-118.26
1.64,33.97,-118.27
1.5521,33.97,-118.28
2.0754,33.97,-118.27
1.6027,33.97,-118.28
1.0208,33.96,-118.27
2.037,33.96,-118.27
1.9348,33.96,-118.28
1.4625,33.97,-118.26
1.5303,33.96,-118.26
1.5812,33.96,-118.26
1.5326,33.97,-118.26
1.1557,33.97,-118.27
0.5495,33.96,-118.27
1.6467,33.96,-118.27
1.2091,33.95,-118.27
1.6898,33.95,-118.26
1.2969,33.95,-118.26
1.7167,33.96,-118.26
1.3971,33.96,-118.26
1.7656,33.96,-118.28
2.1437,33.95,-118.28
1.615,33.96,-118.28
1.8472,33.96,-118.28
1.5313,33.96,-118.28
2.0917,33.95,-118.29
1.6029,33.95,-118.29
1.5294,33.96,-118.29
1.9655,33.95,-118.29
1.9702,33.95,-118.29
2.7917,33.94,-118.28
2.3352,33.94,-118.29
1.5,33.95,-118.27
1.8814,33.95,-118.27
1.5268,33.94,-118.27
1.5714,33.94,-118.28
1.4103,33.95,-118.28
1.8798,33.95,-118.27
2.3365,33.95,-118.27
2.2946,33.95,-118.27
2.3056,33.95,-118.27
1.0375,33.95,-118.25
2.25,33.94,-118.26
1.6389,33.95,-118.26
1.5147,33.95,-118.26
1.6887,33.94,-118.26
1.6333,33.94,-118.25
1.65,33.94,-118.26
1.5872,33.94,-118.27
2.0,33.94,-118.26
1.4917,33.93,-118.26
2.6458,33.93,-118.27
2.0789,33.94,-118.27
1.6645,33.94,-118.27
1.8191,33.93,-118.27
1.5256,33.93,-118.26
1.1326,33.93,-118.26
2.5,33.93,-118.25
1.7986,33.92,-118.26
1.7262,33.92,-118.27
1.6625,33.94,-118.27
1.449,33.94,-118.27
1.1468,33.94,-118.27
1.4329,33.93,-118.28
1.1051,33.94,-118.28
0.8952,33.94,-118.28
3.0788,33.94,-118.28
2.5179,33.93,-118.28
3.3836,33.93,-118.29
2.5398,33.94,-118.29
2.0313,33.93,-118.28
2.875,33.92,-118.29
2.2778,33.93,-118.29
1.2098,33.93,-118.27
1.5114,33.92,-118.28
2.2969,33.93,-118.28
3.5833,33.93,-118.28
0.4999,33.93,-118.28
2.3333,33.94,-118.25
1.1434,33.94,-118.25
0.8527,33.94,-118.25
0.6831,33.95,-118.23
1.35,33.95,-118.24
1.4792,33.95,-118.24
1.25,33.95,-118.24
0.9708,33.95,-118.24
1.5427,33.95,-118.25
1.6513,33.95,-118.24
1.1384,33.95,-118.25
0.9889,33.93,-118.25
0.9298,33.93,-118.25
1.1346,33.93,-118.25
2.0,33.94,-118.24
2.0769,33.94,-118.24
1.5132,33.93,-118.24
1.0625,33.93,-118.24
0.9705,33.94,-118.24
1.7212,33.94,-118.24
2.0187,33.94,-118.23
2.1607,33.94,-118.23
2.3333,33.94,-118.23
1.2679,33.94,-118.24
1.3,33.93,-118.23
0.8478,33.93,-118.23
0.8984,33.93,-118.24
8.2816,34.12,-118.39
15.0001,34.11,-118.4
12.3767,34.12,-118.42
12.7296,34.11,-118.43
7.9835,34.09,-118.43
9.7449,34.12,-118.45
15.0001,34.09,-118.44
15.0001,34.08,-118.43
7.1576,34.08,-118.45
11.8442,34.1,-118.45
7.8426,34.08,-118.46
11.1978,34.1,-118.47
13.2935,34.11,-118.49
10.7937,34.07,-118.48
8.5153,34.07,-118.48
12.8665,34.07,-118.48
15.0001,34.06,-118.49
13.5728,34.07,-118.49
13.947,34.11,-118.51
15.0,34.05,-118.5
8.1888,34.09,-118.53
4.825,34.05,-118.52
6.5147,34.04,-118.52
11.2866,34.09,-118.57
8.565,34.05,-118.54
8.8619,34.04,-118.55
8.2934,34.03,-118.56
7.3031,34.06,-118.56
11.4233,34.06,-118.54
6.0307,34.03,-118.55
10.8082,34.04,-118.52
13.6842,34.04,-118.52
9.1078,34.04,-118.53
7.0318,34.03,-118.53
15.0001,34.05,-118.5
7.9096,33.99,-118.55
10.1882,34.04,-118.51
7.6447,34.06,-118.47
9.4664,34.06,-118.47
9.5221,34.05,-118.48
15.0001,34.05,-118.49
4.801,34.06,-118.47
4.2554,34.06,-118.46
3.5909,34.05,-118.47
3.7721,34.05,-118.46
4.6197,34.05,-118.46
4.7009,34.05,-118.47
4.175,34.05,-118.47
6.7496,34.05,-118.48
7.0285,34.05,-118.49
15.0001,34.08,-118.42
10.3467,34.07,-118.43
7.7382,34.07,-118.43
7.1674,34.07,-118.44
8.9565,34.07,-118.44
5.5,34.06,-118.44
2.0511,34.07,-118.44
2.2857,34.06,-118.44
1.3125,34.07,-118.45
1.5830000000000002,34.07,-118.45
2.2444,34.06,-118.45
7.0674,34.06,-118.46
6.7703,34.07,-118.46
14.2867,34.07,-118.46
9.2225,34.07,-118.46
3.2545,34.06,-118.44
4.4674,34.05,-118.44
4.7109,34.05,-118.44
5.7097,34.05,-118.44
7.2675,34.06,-118.43
5.3777,34.06,-118.43
5.2555,34.05,-118.43
6.2389,34.06,-118.44
6.1527,34.06,-118.42
7.4219,34.06,-118.43
4.1908,34.06,-118.43
5.1999,34.06,-118.43
10.8045,34.06,-118.42
6.871,34.06,-118.42
4.8304,34.05,-118.42
6.7115,34.05,-118.43
3.9673,34.05,-118.43
4.1141,34.05,-118.44
4.8618,34.05,-118.44
5.8587,34.04,-118.43
2.1875,34.05,-118.45
3.6673,34.04,-118.45
2.7679,34.04,-118.45
2.6509,34.05,-118.46
3.7549,34.05,-118.45
3.2663,34.04,-118.46
3.5335,34.04,-118.47
3.0173,34.04,-118.45
3.0069,34.04,-118.46
3.6976,34.04,-118.46
3.1235,34.04,-118.46
3.287,34.04,-118.46
3.9489,34.04,-118.45
2.6528,34.03,-118.45
3.7813,34.03,-118.45
2.1875,34.04,-118.44
0.536,34.04,-118.44
3.0714,34.04,-118.44
5.2954,34.04,-118.43
4.925,34.04,-118.42
4.5833,34.04,-118.43
5.8758,34.05,-118.41
5.0151,34.05,-118.42
7.8164,34.05,-118.42
5.0762,34.05,-118.4
9.272,34.04,-118.4
12.8483,34.04,-118.4
8.1484,34.03,-118.4
3.7277,34.03,-118.41
8.0239,34.04,-118.41
4.0283,34.05,-118.39
5.222,34.05,-118.39
3.6953,34.05,-118.4
4.0153,34.05,-118.39
10.9805,34.04,-118.41
11.1768,34.04,-118.41
5.1637,34.03,-118.41
6.626,34.04,-118.42
5.6454,34.04,-118.42
7.3028,34.04,-118.39
5.5951,34.04,-118.39
8.5938,34.04,-118.4
10.4519,34.05,-118.4
6.6368,34.05,-118.39
2.2961,34.04,-118.38
2.7226,34.04,-118.38
6.2895,34.04,-118.38
2.0437,34.04,-118.38
3.4063,34.04,-118.38
4.125,34.04,-118.39
4.7386,34.04,-118.39
3.9038,34.04,-118.39
3.2228,34.03,-118.39
3.0574,34.03,-118.39
3.2222,34.03,-118.4
6.5669,34.03,-118.4
2.8418,34.03,-118.41
3.116,34.02,-118.4
2.4135,34.02,-118.4
3.1642,34.03,-118.41
3.5022,34.02,-118.41
3.0965,34.02,-118.41
3.1415,34.03,-118.39
3.4058,34.03,-118.4
2.9344,34.03,-118.38
3.7206,34.03,-118.39
3.1827,34.04,-118.37
2.767,34.04,-118.37
2.6402,34.03,-118.38
2.25,34.04,-118.37
4.0781,34.04,-118.37
5.0866,34.03,-118.42
5.2099,34.03,-118.43
3.2308,34.03,-118.43
3.1875,34.03,-118.43
3.3542,34.03,-118.42
3.2396,34.03,-118.44
3.6467,34.03,-118.43
3.625,34.03,-118.44
4.2434,34.03,-118.44
3.125,34.03,-118.44
3.3482,34.03,-118.45
4.0231,34.03,-118.45
4.2411,34.03,-118.44
6.2583,34.02,-118.44
4.5795,34.01,-118.44
5.1708,34.01,-118.44
5.8666,34.01,-118.45
6.3516,34.01,-118.45
6.4755,34.01,-118.45
4.0429,34.02,-118.44
5.3403,34.01,-118.43
6.2917,34.02,-118.44
3.9091,34.02,-118.43
8.1631,34.02,-118.43
4.3906,34.02,-118.43
4.5278,34.03,-118.42
3.6019,34.03,-118.41
3.6488,34.02,-118.42
4.9676,34.02,-118.42
3.1941,34.02,-118.42
2.2402,34.02,-118.42
3.3462,34.02,-118.41
3.1746,34.02,-118.42
3.4269,34.02,-118.42
3.725,34.02,-118.41
3.3955,34.02,-118.41
3.0833,34.02,-118.41
4.7083,34.01,-118.42
3.5667,34.01,-118.42
2.697,34.01,-118.43
6.4232,34.01,-118.43
4.7009,34.01,-118.43
6.0804,34.01,-118.44
2.599,34.0,-118.44
4.75,34.0,-118.44
4.7,34.0,-118.45
3.875,34.0,-118.44
3.3995,34.0,-118.43
3.1579,34.0,-118.44
4.1083,34.0,-118.44
3.099,34.01,-118.42
3.6611,34.01,-118.42
3.9798,34.0,-118.42
2.7058,34.0,-118.43
5.6428,34.01,-118.46
2.918,34.0,-118.46
5.1664,34.0,-118.46
4.7344,34.0,-118.46
4.2813,34.01,-118.46
2.7143,34.0,-118.47
2.2880000000000003,34.0,-118.47
2.3542,34.0,-118.46
2.8417,33.99,-118.47
2.6042,34.0,-118.47
2.0714,33.99,-118.47
2.5938,33.99,-118.47
2.1471,33.99,-118.47
2.3417,33.98,-118.51
2.5523,33.99,-118.48
3.015,33.99,-118.47
3.0682,33.99,-118.47
2.8514,33.99,-118.47
3.4071,33.99,-118.47
2.975,33.99,-118.47
2.2643,33.97,-118.5
4.1861,33.99,-118.45
3.5234,33.99,-118.46
4.0598,33.99,-118.46
3.6458,34.0,-118.46
3.875,34.0,-118.46
4.45,34.0,-118.45
3.962,34.0,-118.45
4.575,34.0,-118.45
2.9722,33.99,-118.45
3.1607,33.99,-118.45
3.1992,33.99,-118.46
4.337,33.99,-118.46
5.2121,33.98,-118.46
4.0156,33.99,-118.46
3.8935,33.98,-118.46
5.127999999999999,33.97,-118.5
4.5673,33.99,-118.45
6.0672,33.99,-118.45
3.8068,33.98,-118.46
3.8698,33.97,-118.46
6.1726,33.97,-118.46
10.0,33.97,-118.46
12.0088,33.96,-118.48
5.8083,34.0,-118.4
2.8393,34.0,-118.41
3.1910000000000003,34.0,-118.41
2.9338,34.0,-118.41
3.1603,34.0,-118.42
3.725,33.99,-118.42
4.3281,33.99,-118.43
7.5426,33.98,-118.43
2.6667,33.99,-118.43
4.0189,33.99,-118.43
4.4228,33.99,-118.42
3.6667,33.98,-118.42
4.875,33.99,-118.43
4.3333,33.99,-118.44
1.1985,33.99,-118.41
4.0893,33.99,-118.42
4.5521,33.99,-118.42
2.7153,34.0,-118.41
3.6538,33.99,-118.41
2.825,33.99,-118.4
3.9727,33.98,-118.41
