MedInc,Latitude,Longitude,Cluster
4.436,37.550,-122.040,4
4.946,37.540,-122.040,4
5.288,37.540,-122.050,3
5.132,37.550,-122.050,3
3.967,37.530,-122.040,4
3.170,37.500,-122.040,4
5.084,37.540,-122.060,3
4.821,37.540,-122.030,4
4.141,37.540,-122.030,4
3.736,37.530,-122.040,4
3.535,37.540,-122.020,4
5.074,37.540,-122.030,3
3.256,37.530,-122.030,4
6.067,37.530,-122.010,3
5.707,37.530,-122.020,3
4.987,37.510,-122.000,3
5.144,37.720,-121.920,3
5.347,37.720,-121.920,3
5.723,37.710,-121.910,3
4.470,37.720,-121.930,4
4.911,37.720,-121.930,4
4.228,37.710,-121.930,4
5.014,37.710,-121.940,3
7.249,37.710,-121.960,3
5.141,37.640,-121.920,3
8.334,37.660,-121.930,3
7.316,37.690,-121.920,3
6.499,37.660,-121.900,3
7.221,37.680,-121.920,3
4.409,37.700,-121.930,4
5.934,37.690,-121.910,3
6.177,37.680,-121.910,3
5.817,37.680,-121.910,3
6.313,37.690,-121.910,3
6.337,37.680,-121.890,3
7.333,37.680,-121.880,3
6.292,37.680,-121.890,3
6.521,37.670,-121.880,3
6.452,37.670,-121.880,3
6.060,37.670,-121.890,3
6.529,37.670,-121.890,3
7.264,37.670,-121.900,3
7.435,37.670,-121.900,3
3.113,37.660,-121.880,4
2.490,37.660,-121.870,1
5.068,37.660,-121.870,3
2.119,37.660,-121.890,1
10.951,37.640,-121.880,3
7.069,37.570,-121.870,3
5.500,37.670,-121.870,3
4.988,37.670,-121.870,3
6.813,37.680,-121.850,3
5.640,37.660,-121.850,3
4.160,37.660,-121.860,4
5.752,37.660,-121.870,3
5.642,37.660,-121.840,3
10.320,37.720,-121.850,3
4.347,37.730,-121.820,4
6.683,37.700,-121.860,3
3.620,37.690,-121.890,4
7.359,37.650,-121.770,3
5.724,37.610,-121.620,3
4.208,37.770,-121.610,4
6.102,37.700,-121.720,3
3.986,37.710,-121.730,4
4.862,37.710,-121.750,4
9.153,37.740,-121.770,3
4.736,37.700,-121.800,4
5.432,37.690,-121.800,3
4.938,37.690,-121.820,4
3.384,37.690,-121.760,4
3.553,37.680,-121.770,4
3.362,37.690,-121.780,4
4.353,37.690,-121.780,4
4.536,37.690,-121.790,4
5.707,37.700,-121.760,3
3.721,37.690,-121.750,4
5.244,37.680,-121.750,3
4.236,37.680,-121.760,4
3.186,37.680,-121.760,4
5.450,37.680,-121.730,3
3.022,37.680,-121.780,4
2.667,37.680,-121.770,1
3.730,37.680,-121.760,4
4.681,37.680,-121.770,4
5.791,37.670,-121.770,3
6.370,37.670,-121.760,3
5.265,37.670,-121.780,3
6.080,37.670,-121.790,3
4.857,37.670,-121.780,4
3.852,37.660,-121.780,4
5.980,37.660,-121.790,3
2.450,38.690,-119.780,1
2.242,38.720,-119.930,1
3.150,38.520,-120.000,4
3.461,38.480,-120.560,4
3.000,38.450,-120.590,4
3.203,38.460,-120.550,4
2.521,38.450,-120.550,1
2.355,38.430,-120.550,1
3.013,38.550,-120.250,4
2.050,38.540,-120.790,1
3.125,38.510,-120.800,4
2.650,38.500,-120.650,1
3.500,38.470,-120.760,4
2.548,38.450,-120.880,1
3.911,38.430,-120.790,4
4.292,38.440,-120.690,4
3.339,38.500,-120.930,4
4.303,38.420,-120.970,4
2.812,38.370,-120.870,1
3.551,38.340,-120.980,4
3.259,38.320,-120.880,4
3.294,38.260,-120.930,4
3.046,38.420,-120.720,1
2.312,38.380,-120.770,1
2.525,38.380,-120.720,1
3.175,38.400,-120.660,4
2.608,38.420,-120.650,1
2.740,38.390,-120.620,1
2.724,38.360,-120.690,1
4.453,38.340,-120.710,4
3.213,38.310,-120.800,4
3.114,39.760,-121.830,1
3.007,39.760,-121.820,1
3.091,39.780,-121.860,1
1.936,39.770,-121.850,1
2.316,39.760,-121.840,1
2.009,39.760,-121.860,1
3.070,39.760,-121.890,1
1.679,39.740,-121.880,1
3.663,39.750,-121.870,4
3.505,39.750,-121.860,4
3.900,39.740,-121.870,4
1.810,39.750,-121.850,1
2.283,39.740,-121.850,1
1.563,39.740,-121.850,1
3.419,39.730,-121.850,4
0.939,39.730,-121.850,1
1.102,39.740,-121.860,1
1.728,39.750,-121.840,1
2.262,39.740,-121.840,1
2.575,39.740,-121.830,1
4.331,39.750,-121.800,4
3.025,39.750,-121.820,1
3.202,39.750,-121.820,4
3.112,39.750,-121.800,1
3.062,39.730,-121.790,1
2.125,39.710,-121.780,1
2.292,39.730,-121.820,1
1.680,39.730,-121.840,1
1.548,39.730,-121.840,1
0.987,39.730,-121.840,1
0.957,39.720,-121.840,1
1.367,39.730,-121.840,1
2.006,39.730,-121.830,1
1.691,39.720,-121.850,1
1.683,39.720,-121.830,1
1.586,39.700,-121.810,1
1.743,39.730,-121.820,1
1.506,39.720,-121.820,1
2.029,39.710,-121.810,1
4.503,39.820,-121.870,4
3.701,39.710,-121.890,1
3.574,39.790,-121.970,4
3.538,39.680,-121.840,1
2.831,39.640,-121.800,1
4.712,39.660,-121.770,4
2.383,39.590,-121.740,1
3.062,39.590,-121.900,1
2.714,39.880,-121.750,1
3.519,39.820,-121.680,4
2.403,40.060,-121.540,1
2.304,39.970,-121.510,1
2.866,39.860,-121.590,1
2.242,39.830,-121.580,1
2.454,39.800,-121.600,1
2.537,39.790,-121.620,1
2.351,39.820,-121.590,1
2.308,39.830,-121.600,1
2.615,39.820,-121.630,1
2.567,39.790,-121.600,1
1.625,39.790,-121.590,1
1.405,39.780,-121.590,1
2.184,39.780,-121.590,1
1.875,39.770,-121.600,1
2.963,39.770,-121.610,1
2.682,39.780,-121.630,1
2.191,39.800,-121.570,1
2.046,39.780,-121.570,1
2.307,39.770,-121.590,1
2.786,39.790,-121.580,1
2.088,39.760,-121.570,1
3.106,39.760,-121.580,4
1.788,39.760,-121.580,1
2.200,39.750,-121.590,1
2.340,39.770,-121.600,1
1.825,39.760,-121.600,1
2.543,39.760,-121.610,1
1.812,39.770,-121.620,1
3.000,39.760,-121.650,1
2.818,39.760,-121.630,1
1.779,39.760,-121.620,1
1.062,39.750,-121.620,1
1.862,39.750,-121.630,1
2.371,39.740,-121.640,1
3.066,39.710,-121.710,1
2.962,39.660,-121.660,1
3.130,39.690,-121.560,1
2.462,39.740,-121.570,1
2.380,39.740,-121.590,1
1.977,39.750,-121.600,1
2.396,39.680,-121.600,1
1.695,39.830,-121.500,1
2.389,39.720,-121.410,1
2.887,39.610,-121.390,1
2.368,39.650,-121.240,1
1.490,39.550,-121.190,1
2.392,39.520,-121.360,1
1.771,39.520,-121.560,1
1.731,39.520,-121.560,1
1.577,39.530,-121.560,1
2.147,39.600,-121.540,1
2.956,39.540,-121.460,1
3.903,39.520,-121.490,4
3.045,39.500,-121.440,1
3.217,39.490,-121.470,4
2.692,39.510,-121.470,1
4.516,39.530,-121.530,4
2.482,39.520,-121.530,1
2.969,39.520,-121.530,1
2.502,39.510,-121.540,1
2.334,39.510,-121.520,1
2.036,39.510,-121.550,1
0.802,39.510,-121.550,1
1.161,39.510,-121.550,1
1.365,39.510,-121.560,1
1.635,39.510,-121.560,1
1.571,39.500,-121.570,1
1.996,39.520,-121.580,1
1.639,39.510,-121.580,1
2.166,39.500,-121.580,1
1.635,39.500,-121.620,1
1.866,39.520,-121.610,1
1.483,39.530,-121.650,1
0.825,39.480,-121.570,1
1.058,39.500,-121.550,1
1.329,39.500,-121.540,1
1.531,39.490,-121.530,1
1.805,39.480,-121.540,1
2.495,39.470,-121.540,1
2.204,39.480,-121.550,1
2.997,39.490,-121.490,1
3.283,39.500,-121.520,4
2.656,39.490,-121.520,1
2.046,39.480,-121.520,1
1.361,39.450,-121.550,1
2.607,39.440,-121.530,1
1.773,39.440,-121.550,1
2.357,39.430,-121.520,1
2.425,39.400,-121.460,1
3.021,39.390,-121.390,1
2.531,39.330,-121.540,1
2.178,39.390,-121.590,1
1.994,39.370,-121.670,1
1.755,39.350,-121.650,1
2.661,39.340,-121.670,1
2.789,39.320,-121.650,1
2.322,39.360,-121.690,1
1.788,39.370,-121.700,1
1.910,39.360,-121.700,1
2.047,39.360,-121.700,1
1.835,39.360,-121.690,1
2.324,39.380,-121.740,1
2.526,39.330,-121.800,1
2.281,39.420,-121.710,1
2.173,39.410,-121.710,1
2.494,39.400,-121.750,1
3.393,39.480,-121.790,1
2.382,38.150,-120.460,5
2.500,38.120,-120.550,5
2.365,38.090,-120.560,5
2.906,38.070,-120.550,5
2.288,38.070,-120.540,5
2.653,37.970,-120.670,1
3.000,38.090,-120.460,4
2.982,38.240,-120.790,1
2.047,38.200,-120.900,1
4.011,38.160,-120.880,4
3.636,38.110,-120.910,4
3.849,38.120,-120.760,4
2.138,38.280,-120.650,1
2.547,38.240,-120.720,1
2.042,38.190,-120.670,1
2.642,38.200,-120.570,5
2.458,38.250,-120.430,5
2.667,38.390,-120.560,1
2.567,38.410,-120.540,1
2.734,38.420,-120.420,1
3.024,38.330,-120.410,4
1.625,38.310,-120.550,1
2.260,38.350,-120.570,1
2.821,38.210,-120.360,5
3.750,38.230,-120.340,4
4.406,38.260,-120.330,4
2.982,38.250,-120.340,5
2.694,38.230,-120.370,5
2.535,38.250,-120.370,5
3.354,38.290,-120.270,4
3.075,38.310,-120.270,4
3.125,38.420,-120.190,4
2.784,39.030,-121.910,1
2.949,38.990,-122.000,1
2.275,39.000,-122.130,1
2.714,39.150,-121.990,1
3.263,39.220,-122.040,1
3.017,39.250,-122.080,1
2.250,39.100,-122.330,1
3.125,39.150,-122.200,1
2.331,39.130,-122.090,1
2.875,39.340,-122.050,1
2.562,39.310,-122.170,1
1.746,39.300,-122.510,1
2.268,39.210,-122.010,1
2.556,39.210,-122.010,1
2.456,39.210,-122.010,1
2.184,39.300,-121.960,1
3.440,38.030,-121.650,4
3.669,38.030,-121.630,4
3.262,38.040,-121.630,4
5.002,38.000,-121.730,3
4.962,38.000,-121.720,4
5.047,37.980,-121.720,3
3.641,37.980,-121.680,4
5.104,37.980,-121.700,3
3.356,37.990,-121.710,4
4.375,37.990,-121.670,4
1.655,37.930,-121.680,1
2.883,37.940,-121.700,1
3.812,37.950,-121.690,4
3.281,37.960,-121.700,4
4.743,37.930,-121.660,4
4.896,37.910,-121.700,4
2.222,37.930,-121.700,1
5.710,37.950,-121.740,3
4.659,37.930,-121.700,4
5.102,37.910,-121.600,3
6.905,37.900,-121.600,3
3.691,37.860,-121.610,4
4.458,37.850,-121.640,4
2.253,38.010,-121.800,1
2.236,38.010,-121.810,1
2.264,38.010,-121.810,1
2.236,38.020,-121.820,1
2.172,38.010,-121.820,1
1.599,38.010,-121.820,1
3.472,38.010,-121.820,4
0.536,38.020,-121.840,1
4.449,38.010,-121.780,4
3.173,38.010,-121.790,4
3.612,38.000,-121.790,4
2.723,38.010,-121.800,1
3.518,38.010,-121.800,4
5.324,38.000,-121.780,3
3.986,38.010,-121.770,4
4.819,37.990,-121.810,4
5.144,37.990,-121.810,3
5.016,37.980,-121.820,3
2.636,38.010,-121.820,1
2.847,38.000,-121.820,1
2.905,38.000,-121.810,1
4.458,38.000,-121.820,4
4.265,38.000,-121.850,4
2.041,38.000,-121.850,1
2.550,38.000,-121.830,1
4.836,38.000,-121.830,4
4.917,37.990,-121.830,4
4.485,37.990,-121.830,4
4.757,37.990,-121.830,4
1.716,38.000,-121.830,1
3.362,37.990,-121.840,4
4.603,37.990,-121.840,4
5.678,37.990,-121.830,3
2.589,38.000,-121.790,1
5.651,37.990,-121.790,3
5.732,37.990,-121.790,3
3.537,38.000,-121.800,4
5.500,37.990,-121.800,3
5.441,37.990,-121.770,3
4.111,38.030,-121.880,4
1.202,38.040,-121.900,1
1.396,38.040,-121.860,1
2.708,38.020,-121.870,1
2.000,38.030,-121.880,1
2.003,38.030,-121.900,1
2.574,38.020,-121.880,1
3.337,38.020,-121.890,4
3.615,38.020,-121.900,4
3.139,38.020,-121.870,1
4.195,38.000,-121.880,4
2.737,38.010,-121.880,1
4.223,38.010,-121.890,4
5.310,38.000,-121.880,3
3.586,38.000,-121.860,4
5.250,38.000,-121.860,3
4.102,37.990,-121.890,4
5.568,37.990,-121.880,3
4.854,38.000,-121.870,4
4.978,37.990,-121.870,4
3.004,38.010,-121.890,1
2.142,38.020,-121.900,1
4.663,38.010,-121.900,4
5.102,38.020,-121.920,3
4.097,38.010,-121.890,4
3.513,38.010,-121.900,4
4.109,38.000,-121.900,4
6.050,38.000,-121.900,3
6.124,38.010,-121.920,3
5.336,38.010,-121.930,3
5.134,38.020,-121.930,3
4.077,38.030,-121.950,4
1.487,38.030,-121.940,1
3.016,38.020,-121.960,1
2.101,38.020,-121.950,1
2.791,38.020,-121.940,1
3.544,38.030,-121.920,4
4.207,38.020,-121.920,4
3.482,38.020,-121.910,4
2.583,38.040,-121.970,1
3.704,38.030,-121.970,4
3.366,38.050,-121.980,4
4.869,38.020,-122.020,4
6.042,38.030,-122.000,3
2.052,38.020,-122.140,1
2.579,38.030,-122.140,1
2.958,38.020,-122.130,1
1.852,38.010,-122.130,1
4.500,38.010,-122.140,4
2.197,38.010,-122.130,1
2.548,38.000,-122.130,1
5.127,38.020,-122.160,3
3.171,38.010,-122.110,4
3.383,38.010,-122.110,4
4.204,38.000,-122.120,4
3.952,38.010,-122.120,4
3.609,38.010,-122.120,4
4.119,38.010,-122.120,4
3.882,38.020,-122.090,4
3.652,38.020,-122.100,4
3.625,38.000,-122.070,4
5.202,38.000,-122.090,3
5.760,38.000,-122.110,3
5.051,37.990,-122.080,3
5.450,37.990,-122.090,3
5.130,37.990,-122.110,3
4.388,37.990,-122.110,4
6.658,37.970,-122.080,3
6.996,37.970,-122.090,3
6.135,37.980,-122.110,3
5.688,37.980,-122.090,3
4.675,37.990,-122.120,4
5.693,37.970,-122.100,3
4.357,37.960,-122.100,4
6.370,37.960,-122.100,3
4.540,37.990,-122.070,4
4.015,37.980,-122.070,4
3.726,37.970,-122.070,4
5.017,37.960,-122.070,3
4.292,37.960,-122.060,4
6.086,37.960,-122.080,3
4.739,37.950,-122.060,4
4.589,37.950,-122.070,4
5.067,37.950,-122.080,3
4.870,37.950,-122.080,4
5.045,37.960,-122.070,3
3.982,37.960,-122.060,4
4.175,37.950,-122.050,4
2.546,37.940,-122.050,1
2.527,37.940,-122.060,1
3.506,37.940,-122.070,4
2.892,37.940,-122.070,1
5.076,37.930,-122.080,3
4.725,37.940,-122.080,4
4.475,37.940,-122.070,4
6.027,37.950,-122.090,3
6.192,37.940,-122.090,3
3.248,38.000,-122.040,4
3.200,37.990,-122.040,4
4.125,37.990,-122.040,4
6.136,37.970,-122.050,3
2.804,37.990,-122.060,1
1.823,37.990,-122.060,1
3.733,38.000,-122.050,4
2.346,38.000,-122.050,1
1.389,37.980,-122.030,1
2.315,37.970,-122.040,1
5.729,38.000,-122.030,3
4.571,38.010,-122.030,4
3.890,37.990,-122.040,4
3.604,37.980,-122.030,4
4.638,38.000,-122.020,4
4.902,37.990,-122.030,4
4.450,37.990,-122.020,4
4.590,37.990,-122.030,4
3.453,37.980,-122.030,4
3.518,37.980,-122.010,4
4.317,37.980,-122.010,4
5.112,37.980,-122.000,3
5.102,37.970,-122.000,3
3.645,37.970,-122.010,4
2.846,37.980,-122.020,1
3.419,37.980,-122.020,4
5.461,37.990,-122.000,3
5.091,37.980,-122.000,3
4.454,37.980,-121.990,4
6.213,37.970,-121.990,3
4.922,37.980,-122.000,4
4.525,37.980,-122.000,4
4.051,37.980,-122.010,4
3.784,37.990,-122.010,4
6.144,37.960,-121.950,3
6.117,37.970,-121.970,3
5.009,37.970,-121.970,3
4.789,37.960,-121.970,4
5.215,37.960,-121.960,3
3.613,37.950,-121.960,4
3.650,37.960,-121.980,4
5.751,37.970,-121.970,3
5.962,37.970,-121.980,3
5.244,37.970,-121.980,3
5.133,37.970,-121.990,3
4.607,37.970,-121.990,4
3.700,37.960,-122.000,4
4.583,37.960,-122.000,4
3.086,37.950,-121.960,1
5.431,37.950,-121.970,3
3.157,37.960,-121.980,4
7.617,37.960,-121.990,3
5.587,37.960,-121.990,3
6.737,37.950,-121.980,3
6.782,37.950,-121.980,3
5.379,37.970,-122.010,3
4.000,37.970,-122.020,4
3.250,37.970,-122.030,4
2.986,37.970,-122.040,1
2.991,37.970,-122.030,1
2.910,37.960,-122.040,1
2.584,37.970,-122.040,1
3.197,37.970,-122.040,4
2.241,37.960,-122.040,1
3.846,37.960,-122.050,4
3.696,37.960,-122.040,4
1.837,37.960,-122.040,1
3.184,37.950,-122.050,4
5.448,37.950,-122.050,3
6.090,37.950,-122.010,3
6.673,37.960,-122.020,3
2.108,37.960,-122.030,1
3.172,37.950,-122.030,4
2.452,37.950,-122.020,1
4.949,37.950,-122.030,4
5.664,37.950,-122.020,3
4.257,37.940,-122.020,4
6.706,37.940,-122.010,3
4.125,37.940,-122.020,4
6.070,37.940,-122.010,3
6.381,37.940,-122.010,3
6.814,37.950,-122.000,3
7.590,37.930,-122.010,3
3.141,37.950,-122.040,1
5.629,37.940,-122.040,3
4.660,37.940,-122.050,4
4.719,37.950,-122.040,4
2.850,37.950,-122.050,1
5.578,37.940,-122.030,3
6.092,37.930,-122.030,3
4.047,37.930,-122.050,4
4.450,37.930,-122.050,4
4.709,37.920,-122.050,4
7.471,37.920,-122.020,3
6.585,37.920,-122.030,3
7.688,37.910,-122.010,3
5.036,37.910,-122.030,3
4.161,37.910,-122.060,4
2.700,37.900,-122.060,1
3.100,37.890,-122.060,1
5.026,37.930,-122.070,3
3.743,37.930,-122.070,4
4.431,37.920,-122.070,4
4.456,37.920,-122.080,4
6.195,37.920,-122.080,3
5.039,37.910,-122.070,3
3.683,37.910,-122.070,4
5.050,37.900,-122.080,3
7.090,37.910,-122.090,3
4.386,37.890,-122.070,4
6.292,37.890,-122.080,3
5.110,37.900,-122.080,3
5.564,37.890,-122.070,3
5.656,37.890,-122.070,3
6.538,37.880,-122.060,3
6.719,37.870,-122.050,3
2.953,37.900,-122.050,1
4.653,37.900,-122.050,4
4.263,37.890,-122.050,4
7.535,37.890,-122.040,3
4.809,37.900,-122.050,4
5.699,37.900,-122.040,3
7.500,37.890,-122.020,3
4.642,37.880,-122.040,4
6.112,37.860,-122.030,3
9.586,37.850,-122.040,3
6.273,37.730,-121.940,3
6.127,37.730,-121.940,3
6.205,37.730,-121.930,3
3.375,37.730,-121.930,4
6.332,37.740,-121.950,3
6.263,37.740,-121.950,3
6.278,37.750,-121.940,3
2.482,37.730,-121.920,1
6.881,37.740,-121.930,3
6.620,37.750,-121.940,3
6.613,37.790,-121.970,3
7.647,37.800,-121.980,3
8.155,37.800,-121.980,3
5.592,37.810,-121.980,3
8.319,37.810,-121.960,3
7.917,37.800,-121.970,3
7.829,37.800,-121.940,3
6.786,37.790,-121.970,3
6.394,37.780,-121.950,3
9.704,37.760,-121.960,3
4.693,37.760,-121.940,4
10.335,37.760,-121.930,3
12.591,37.740,-121.920,3
3.159,37.780,-121.930,4
15.000,37.740,-121.960,3
6.703,37.760,-121.970,3
7.222,37.770,-121.970,3
7.939,37.740,-121.980,3
7.707,37.840,-122.020,3
6.562,37.830,-122.010,3
4.604,37.820,-122.000,4
3.375,37.820,-121.990,4
9.871,37.830,-122.030,3
5.176,37.770,-121.990,3
4.902,37.810,-121.990,4
7.652,37.800,-122.020,3
8.267,37.870,-122.030,3
7.373,37.880,-122.020,3
8.435,37.870,-122.020,3
7.266,37.860,-122.030,3
10.737,37.860,-122.000,3
13.488,37.870,-121.970,3
7.514,37.840,-121.960,3
9.527,37.840,-122.000,3
12.248,37.850,-121.960,3
8.084,37.830,-121.990,3
8.003,37.820,-121.980,3
9.078,37.810,-121.950,3
8.039,37.930,-122.100,3
10.455,37.940,-122.120,3
6.510,37.900,-122.100,3
10.322,37.900,-122.140,3
8.368,37.910,-122.120,3
6.869,37.890,-122.090,3
5.208,37.890,-122.100,3
4.324,37.890,-122.110,4
6.467,37.880,-122.110,3
8.045,37.880,-122.120,3
4.125,37.890,-122.120,4
2.741,37.890,-122.130,1
10.371,37.870,-122.130,3
6.228,37.880,-122.140,3
3.554,37.880,-122.070,4
2.397,37.880,-122.080,1
2.933,37.880,-122.080,1
2.917,37.870,-122.080,1
3.644,37.850,-122.060,4
3.120,37.860,-122.070,1
4.455,37.860,-122.060,4
3.589,37.860,-122.070,4
2.490,37.870,-122.080,1
7.231,37.880,-122.100,3
7.620,37.860,-122.090,3
6.581,37.870,-122.110,3
8.007,37.850,-122.120,3
11.706,37.840,-122.080,3
7.672,37.810,-122.120,3
6.666,37.820,-122.120,3
7.203,37.830,-122.110,3
11.342,37.820,-122.080,3
4.574,37.860,-122.140,4
7.327,37.850,-122.140,3
5.635,37.840,-122.140,3
7.520,37.830,-122.160,3
8.159,37.860,-122.160,3
4.900,37.880,-122.180,4
8.957,37.860,-122.180,3
8.759,37.890,-122.160,3
7.692,37.880,-122.170,3
7.611,37.880,-122.170,3
6.917,37.870,-122.170,3
2.444,37.880,-122.220,1
7.319,37.890,-122.200,3
7.774,37.880,-122.200,3
10.941,37.910,-122.180,3
10.342,37.900,-122.200,3
9.006,37.900,-122.180,3
8.149,37.890,-122.180,3
5.270,37.980,-121.840,3
6.475,37.970,-121.810,3
5.560,37.970,-121.780,3
2.875,37.950,-121.830,1
10.582,37.830,-121.940,3
13.295,37.820,-121.890,3
13.150,37.810,-121.910,3
8.321,37.810,-121.820,3
2.959,37.990,-121.960,1
5.158,37.940,-121.960,3
4.148,37.950,-121.960,4
6.864,37.940,-121.950,3
6.613,37.930,-121.970,3
8.396,37.920,-122.010,3
8.116,37.920,-122.010,3
9.024,37.920,-121.990,3
7.345,37.890,-121.930,3
5.280,37.960,-121.920,3
7.198,37.950,-121.940,3
8.706,37.930,-121.910,3
6.230,37.940,-121.940,3
7.569,37.930,-121.940,3
6.299,37.930,-121.930,3
6.605,37.930,-121.930,3
5.935,37.940,-121.950,3
5.700,38.020,-122.250,3
5.629,38.030,-122.250,3
6.022,38.020,-122.210,3
6.774,37.960,-122.200,3
3.125,38.060,-122.230,1
2.552,38.050,-122.230,1
3.615,38.060,-122.210,4
5.602,38.040,-122.200,3
4.447,38.030,-122.260,4
2.310,38.040,-122.270,1
3.934,38.030,-122.260,4
2.694,38.040,-122.260,1
1.677,38.050,-122.250,1
5.097,38.060,-122.320,3
3.447,38.000,-122.280,4
4.025,38.000,-122.290,4
4.317,38.030,-122.360,4
4.439,38.000,-122.300,4
4.621,38.000,-122.310,4
3.276,38.010,-122.310,4
4.375,37.990,-122.280,4
5.118,37.980,-122.260,3
5.890,37.990,-122.270,3
6.029,37.980,-122.270,3
5.047,38.020,-122.260,3
5.786,38.010,-122.240,3
6.010,38.010,-122.240,3
6.501,38.000,-122.250,3
4.227,38.000,-122.260,4
5.237,38.000,-122.260,3
5.842,38.000,-122.270,3
6.158,38.000,-122.270,3
6.207,38.000,-122.260,3
5.105,37.980,-122.290,3
5.500,37.960,-122.280,3
6.067,37.970,-122.270,3
3.639,37.970,-122.300,4
3.535,37.970,-122.300,4
4.491,37.970,-122.290,4
3.375,37.970,-122.300,4
4.439,37.940,-122.290,4
4.450,37.950,-122.320,4
3.834,37.940,-122.310,4
4.396,37.940,-122.310,4
4.350,37.950,-122.320,4
4.235,37.990,-122.310,4
3.652,37.980,-122.300,4
3.972,37.970,-122.320,4
4.694,38.010,-122.320,4
2.978,38.000,-122.330,1
4.333,38.000,-122.310,4
4.285,37.990,-122.320,4
4.044,38.000,-122.320,4
2.617,37.990,-122.340,1
6.011,37.980,-122.330,3
3.911,37.990,-122.330,4
4.125,38.000,-122.390,4
0.716,37.960,-122.360,1
1.535,37.960,-122.360,1
1.833,37.950,-122.360,1
1.602,37.950,-122.370,1
0.980,37.950,-122.370,1
0.740,37.960,-122.370,1
1.458,37.980,-122.410,1
3.977,37.980,-122.340,4
3.756,37.980,-122.350,4
6.043,37.970,-122.340,3
2.035,37.960,-122.350,1
2.586,37.970,-122.350,1
3.219,37.970,-122.350,4
4.694,37.970,-122.320,4
4.500,37.970,-122.320,4
3.312,37.970,-122.330,4
4.413,37.980,-122.330,4
3.546,37.970,-122.330,4
2.338,37.970,-122.340,1
3.912,37.960,-122.330,4
2.516,37.960,-122.350,1
1.875,37.960,-122.350,1
2.072,37.960,-122.350,1
2.633,37.950,-122.350,1
2.546,37.960,-122.350,1
1.866,37.960,-122.360,1
3.375,37.960,-122.320,4
4.042,37.960,-122.320,4
2.577,37.950,-122.320,1
2.192,37.950,-122.330,1
2.199,37.960,-122.340,1
2.538,37.960,-122.340,1
3.728,37.940,-122.320,4
5.520,37.940,-122.320,3
3.946,37.930,-122.320,4
3.771,37.950,-122.330,4
2.883,37.940,-122.330,1
3.585,37.940,-122.330,4
3.157,37.940,-122.330,4
3.942,37.940,-122.330,4
4.053,37.940,-122.330,4
3.672,37.950,-122.340,4
3.031,37.950,-122.330,1
4.093,37.950,-122.330,4
3.069,37.950,-122.340,1
2.875,37.950,-122.340,1
3.233,37.950,-122.340,4
3.283,37.950,-122.340,4
3.074,37.950,-122.350,1
3.609,37.950,-122.350,4
2.771,37.950,-122.360,1
3.942,37.940,-122.340,4
2.739,37.940,-122.340,1
1.681,37.940,-122.340,1
3.125,37.940,-122.340,1
2.346,37.940,-122.350,1
1.657,37.940,-122.350,1
2.897,37.940,-122.350,1
1.514,37.950,-122.360,1
3.086,37.940,-122.360,1
0.969,37.940,-122.360,1
1.337,37.940,-122.360,1
1.822,37.940,-122.360,1
1.317,37.940,-122.370,1
1.786,37.930,-122.350,1
2.335,37.930,-122.350,1
1.600,37.940,-122.360,1
3.050,37.930,-122.360,1
1.052,37.940,-122.370,1
1.750,37.930,-122.370,1
5.052,37.910,-122.380,3
4.016,37.930,-122.420,4
3.288,37.940,-122.410,4
2.129,37.930,-122.340,1
1.726,37.930,-122.350,1
1.773,37.930,-122.360,1
1.938,37.930,-122.360,1
0.864,37.930,-122.370,1
1.125,37.910,-122.330,1
1.922,37.920,-122.350,1
1.393,37.920,-122.360,1
4.290,37.910,-122.350,4
2.348,37.930,-122.330,1
3.016,37.930,-122.330,1
1.442,37.930,-122.340,1
2.640,37.930,-122.340,1
3.222,37.930,-122.350,4
5.019,37.920,-122.320,3
2.230,37.920,-122.330,1
3.267,37.920,-122.320,4
2.640,37.910,-122.320,1
2.763,37.910,-122.310,1
3.642,37.910,-122.310,4
4.115,37.910,-122.310,4
5.343,37.930,-122.310,3
5.040,37.930,-122.310,3
5.107,37.930,-122.320,3
6.271,37.940,-122.320,3
6.068,37.920,-122.300,3
5.943,37.920,-122.290,3
6.516,37.920,-122.290,3
4.500,37.930,-122.300,4
3.509,37.930,-122.310,4
2.675,37.930,-122.320,1
2.846,37.920,-122.310,1
3.724,37.920,-122.310,4
2.500,37.920,-122.310,1
3.359,37.920,-122.320,4
4.159,37.920,-122.310,4
4.080,37.920,-122.300,4
2.724,37.910,-122.310,1
2.944,37.910,-122.300,1
3.632,37.910,-122.300,4
2.922,37.900,-122.300,1
3.409,37.900,-122.300,4
2.395,37.900,-122.300,1
2.267,37.900,-122.300,1
6.000,37.920,-122.290,3
5.169,37.910,-122.290,3
4.054,37.910,-122.290,4
5.536,37.910,-122.290,3
4.429,37.900,-122.290,4
6.558,37.910,-122.280,3
6.354,37.900,-122.280,3
4.121,37.900,-122.280,4
5.828,37.910,-122.280,3
6.367,37.910,-122.270,3
7.309,37.910,-122.280,3
3.756,41.800,-124.170,1
1.980,41.800,-124.300,1
2.481,41.750,-124.230,1
2.579,41.770,-124.210,1
1.665,41.780,-124.190,1
1.704,41.730,-124.220,1
2.007,41.750,-124.210,1
2.461,41.760,-124.170,1
2.183,41.740,-124.160,1
2.275,41.950,-124.140,1
2.134,41.920,-124.160,1
3.031,41.840,-124.300,1
