,Longitude,Latitude,MedInc
5096,-118.3,33.97,2.6311
5097,-118.3,33.97,2.1221
5098,-118.31,33.97,3.2188
5099,-118.31,33.97,2.7917
5100,-118.31,33.97,3.725
5101,-118.31,33.97,3.0917
5102,-118.31,33.94,2.7401
5103,-118.3,33.95,3.1346
5104,-118.31,33.95,3.2708
5105,-118.31,33.95,4.0043
5106,-118.31,33.95,4.8295
5107,-118.31,33.94,3.0682
5108,-118.31,33.96,1.747
5109,-118.31,33.96,1.528
5110,-118.31,33.96,3.4643
5111,-118.31,33.96,4.0625
5112,-118.29,33.97,3.5208
5113,-118.29,33.96,1.4868
5114,-118.3,33.96,2.8299
5115,-118.3,33.96,2.6518
5116,-118.28,33.96,1.2273
5117,-118.28,33.96,1.6156
5118,-118.28,33.97,1.6652
5119,-118.29,33.96,1.3096
5120,-118.3,33.96,3.9722
5121,-118.31,33.96,3.0625
5122,-118.31,33.96,4.4861
5123,-118.31,33.96,3.7143
5124,-118.26,33.99,1.5521
5125,-118.27,33.98,1.625
5126,-118.28,33.99,1.5109
5127,-118.27,33.99,1.8047
5128,-118.28,33.98,1.575
5129,-118.27,33.98,1.3042
5130,-118.27,33.98,1.3801
5131,-118.27,33.98,2.125
5132,-118.26,33.98,1.2315
5133,-118.26,33.97,1.7121
5134,-118.26,33.97,1.9556
5135,-118.26,33.97,1.55
5136,-118.26,33.97,1.5962
5137,-118.27,33.97,1.64
5138,-118.28,33.97,1.5521
5139,-118.27,33.97,2.0754
5140,-118.28,33.97,1.6027
5141,-118.27,33.96,1.0208
5142,-118.27,33.96,2.037
5143,-118.28,33.96,1.9348
5144,-118.26,33.97,1.4625
5145,-118.26,33.96,1.5303
5146,-118.26,33.96,1.5812
5147,-118.26,33.97,1.5326
5148,-118.27,33.97,1.1557
5149,-118.27,33.96,0.5495
5150,-118.27,33.96,1.6467
5151,-118.27,33.95,1.2091
5152,-118.26,33.95,1.6898
5153,-118.26,33.95,1.2969
5154,-118.26,33.96,1.7167
5155,-118.26,33.96,1.3971
5156,-118.28,33.96,1.7656
5157,-118.28,33.95,2.1437
5158,-118.28,33.96,1.615
5159,-118.28,33.96,1.8472
5160,-118.28,33.96,1.5313
5161,-118.29,33.95,2.0917
5162,-118.29,33.95,1.6029
5163,-118.29,33.96,1.5294
5164,-118.29,33.95,1.9655
5165,-118.29,33.95,1.9702
5166,-118.28,33.94,2.7917
5167,-118.29,33.94,2.3352
5168,-118.27,33.95,1.5
5169,-118.27,33.95,1.8814
5170,-118.27,33.94,1.5268
5171,-118.28,33.94,1.5714
5172,-118.28,33.95,1.4103
5173,-118.27,33.95,1.8798
5174,-118.27,33.95,2.3365
5175,-118.27,33.95,2.2946
5176,-118.27,33.95,2.3056
5177,-118.25,33.95,1.0375
5178,-118.26,33.94,2.25
5179,-118.26,33.95,1.6389
5180,-118.26,33.95,1.5147
5181,-118.26,33.94,1.6887
5182,-118.25,33.94,1.6333
5183,-118.26,33.94,1.65
5184,-118.27,33.94,1.5872
5185,-118.26,33.94,2.0
5186,-118.26,33.93,1.4917
5187,-118.27,33.93,2.6458
5188,-118.27,33.94,2.0789
5189,-118.27,33.94,1.6645
5190,-118.27,33.93,1.8191
5191,-118.26,33.93,1.5256
5192,-118.26,33.93,1.1326
5193,-118.25,33.93,2.5
5194,-118.26,33.92,1.7986
5195,-118.27,33.92,1.7262
5196,-118.27,33.94,1.6625
5197,-118.27,33.94,1.449
5198,-118.27,33.94,1.1468
5199,-118.28,33.93,1.4329
5200,-118.28,33.94,1.1051
5201,-118.28,33.94,0.8952
5202,-118.28,33.94,3.0788
5203,-118.28,33.93,2.5179
5204,-118.29,33.93,3.3836
5205,-118.29,33.94,2.5398
5206,-118.28,33.93,2.0313
5207,-118.29,33.92,2.875
5208,-118.29,33.93,2.2778
5209,-118.27,33.93,1.2098
5210,-118.28,33.92,1.5114
5211,-118.28,33.93,2.2969
5212,-118.28,33.93,3.5833
5213,-118.28,33.93,0.4999
5214,-118.25,33.94,2.3333
5215,-118.25,33.94,1.1434
5216,-118.25,33.94,0.8527
5217,-118.23,33.95,0.6831
5218,-118.24,33.95,1.35
5219,-118.24,33.95,1.4792
5220,-118.24,33.95,1.25
5221,-118.24,33.95,0.9708
5222,-118.25,33.95,1.5427
5223,-118.24,33.95,1.6513
5224,-118.25,33.95,1.1384
5225,-118.25,33.93,0.9889
5226,-118.25,33.93,0.9298
5227,-118.25,33.93,1.1346
5228,-118.24,33.94,2.0
5229,-118.24,33.94,2.0769
5230,-118.24,33.93,1.5132
5231,-118.24,33.93,1.0625
5232,-118.24,33.94,0.9705
5233,-118.24,33.94,1.7212
5234,-118.23,33.94,2.0187
5235,-118.23,33.94,2.1607
5236,-118.23,33.94,2.3333
5237,-118.24,33.94,1.2679
5238,-118.23,33.93,1.3
5239,-118.23,33.93,0.8478
5240,-118.24,33.93,0.8984
5241,-118.39,34.12,8.2816
5242,-118.4,34.11,15.0001
5243,-118.42,34.12,12.3767
5244,-118.43,34.11,12.7296
5245,-118.43,34.09,7.9835
5246,-118.45,34.12,9.7449
5247,-118.44,34.09,15.0001
5248,-118.43,34.08,15.0001
5249,-118.45,34.08,7.1576
5250,-118.45,34.1,11.8442
5251,-118.46,34.08,7.8426
5252,-118.47,34.1,11.1978
5253,-118.49,34.11,13.2935
5254,-118.48,34.07,10.7937
5255,-118.48,34.07,8.5153
5256,-118.48,34.07,12.8665
5257,-118.49,34.06,15.0001
5258,-118.49,34.07,13.5728
5259,-118.51,34.11,13.947
5260,-118.5,34.05,15.0
5261,-118.53,34.09,8.1888
5262,-118.52,34.05,4.825
5263,-118.52,34.04,6.5147
5264,-118.57,34.09,11.2866
5265,-118.54,34.05,8.565
5266,-118.55,34.04,8.8619
5267,-118.56,34.03,8.2934
5268,-118.56,34.06,7.3031
5269,-118.54,34.06,11.4233
5270,-118.55,34.03,6.0307
5271,-118.52,34.04,10.8082
5272,-118.52,34.04,13.6842
5273,-118.53,34.04,9.1078
5274,-118.53,34.03,7.0318
5275,-118.5,34.05,15.0001
5276,-118.55,33.99,7.9096
5277,-118.51,34.04,10.1882
5278,-118.47,34.06,7.6447
5279,-118.47,34.06,9.4664
5280,-118.48,34.05,9.5221
5281,-118.49,34.05,15.0001
5282,-118.47,34.06,4.801
5283,-118.46,34.06,4.2554
5284,-118.47,34.05,3.5909
5285,-118.46,34.05,3.7721
5286,-118.46,34.05,4.6197
5287,-118.47,34.05,4.7009
5288,-118.47,34.05,4.175
5289,-118.48,34.05,6.7496
5290,-118.49,34.05,7.0285
5291,-118.42,34.08,15.0001
5292,-118.43,34.07,10.3467
5293,-118.43,34.07,7.7382
5294,-118.44,34.07,7.1674
5295,-118.44,34.07,8.9565
5296,-118.44,34.06,5.5
5297,-118.44,34.07,2.0511
5298,-118.44,34.06,2.2857
5299,-118.45,34.07,1.3125
5300,-118.45,34.07,1.5830000000000002
5301,-118.45,34.06,2.2444
5302,-118.46,34.06,7.0674
5303,-118.46,34.07,6.7703
5304,-118.46,34.07,14.2867
5305,-118.46,34.07,9.2225
5306,-118.44,34.06,3.2545
5307,-118.44,34.05,4.4674
5308,-118.44,34.05,4.7109
5309,-118.44,34.05,5.7097
5310,-118.43,34.06,7.2675
5311,-118.43,34.06,5.3777
5312,-118.43,34.05,5.2555
5313,-118.44,34.06,6.2389
5314,-118.42,34.06,6.1527
5315,-118.43,34.06,7.4219
5316,-118.43,34.06,4.1908
5317,-118.43,34.06,5.1999
5318,-118.42,34.06,10.8045
5319,-118.42,34.06,6.871
5320,-118.42,34.05,4.8304
5321,-118.43,34.05,6.7115
5322,-118.43,34.05,3.9673
5323,-118.44,34.05,4.1141
5324,-118.44,34.05,4.8618
5325,-118.43,34.04,5.8587
5326,-118.45,34.05,2.1875
5327,-118.45,34.04,3.6673
5328,-118.45,34.04,2.7679
5329,-118.46,34.05,2.6509
5330,-118.45,34.05,3.7549
5331,-118.46,34.04,3.2663
5332,-118.47,34.04,3.5335
5333,-118.45,34.04,3.0173
5334,-118.46,34.04,3.0069
5335,-118.46,34.04,3.6976
5336,-118.46,34.04,3.1235
5337,-118.46,34.04,3.287
5338,-118.45,34.04,3.9489
5339,-118.45,34.03,2.6528
5340,-118.45,34.03,3.7813
5341,-118.44,34.04,2.1875
5342,-118.44,34.04,0.536
5343,-118.44,34.04,3.0714
5344,-118.43,34.04,5.2954
5345,-118.42,34.04,4.925
5346,-118.43,34.04,4.5833
5347,-118.41,34.05,5.8758
5348,-118.42,34.05,5.0151
5349,-118.42,34.05,7.8164
5350,-118.4,34.05,5.0762
5351,-118.4,34.04,9.272
5352,-118.4,34.04,12.8483
5353,-118.4,34.03,8.1484
5354,-118.41,34.03,3.7277
5355,-118.41,34.04,8.0239
5356,-118.39,34.05,4.0283
5357,-118.39,34.05,5.222
5358,-118.4,34.05,3.6953
5359,-118.39,34.05,4.0153
5360,-118.41,34.04,10.9805
5361,-118.41,34.04,11.1768
5362,-118.41,34.03,5.1637
5363,-118.42,34.04,6.626
5364,-118.42,34.04,5.6454
5365,-118.39,34.04,7.3028
5366,-118.39,34.04,5.5951
5367,-118.4,34.04,8.5938
5368,-118.4,34.05,10.4519
5369,-118.39,34.05,6.6368
5370,-118.38,34.04,2.2961
5371,-118.38,34.04,2.7226
5372,-118.38,34.04,6.2895
5373,-118.38,34.04,2.0437
5374,-118.38,34.04,3.4063
5375,-118.39,34.04,4.125
5376,-118.39,34.04,4.7386
5377,-118.39,34.04,3.9038
5378,-118.39,34.03,3.2228
5379,-118.39,34.03,3.0574
5380,-118.4,34.03,3.2222
5381,-118.4,34.03,6.5669
5382,-118.41,34.03,2.8418
5383,-118.4,34.02,3.116
5384,-118.4,34.02,2.4135
5385,-118.41,34.03,3.1642
5386,-118.41,34.02,3.5022
5387,-118.41,34.02,3.0965
5388,-118.39,34.03,3.1415
5389,-118.4,34.03,3.4058
5390,-118.38,34.03,2.9344
5391,-118.39,34.03,3.7206
5392,-118.37,34.04,3.1827
5393,-118.37,34.04,2.767
5394,-118.38,34.03,2.6402
5395,-118.37,34.04,2.25
5396,-118.37,34.04,4.0781
5397,-118.42,34.03,5.0866
5398,-118.43,34.03,5.2099
5399,-118.43,34.03,3.2308
5400,-118.43,34.03,3.1875
5401,-118.42,34.03,3.3542
5402,-118.44,34.03,3.2396
5403,-118.43,34.03,3.6467
5404,-118.44,34.03,3.625
5405,-118.44,34.03,4.2434
5406,-118.44,34.03,3.125
5407,-118.45,34.03,3.3482
5408,-118.45,34.03,4.0231
5409,-118.44,34.03,4.2411
5410,-118.44,34.02,6.2583
5411,-118.44,34.01,4.5795
5412,-118.44,34.01,5.1708
5413,-118.45,34.01,5.8666
5414,-118.45,34.01,6.3516
5415,-118.45,34.01,6.4755
5416,-118.44,34.02,4.0429
5417,-118.43,34.01,5.3403
5418,-118.44,34.02,6.2917
5419,-118.43,34.02,3.9091
5420,-118.43,34.02,8.1631
5421,-118.43,34.02,4.3906
5422,-118.42,34.03,4.5278
5423,-118.41,34.03,3.6019
5424,-118.42,34.02,3.6488
5425,-118.42,34.02,4.9676
5426,-118.42,34.02,3.1941
5427,-118.42,34.02,2.2402
5428,-118.41,34.02,3.3462
5429,-118.42,34.02,3.1746
5430,-118.42,34.02,3.4269
5431,-118.41,34.02,3.725
5432,-118.41,34.02,3.3955
5433,-118.41,34.02,3.0833
5434,-118.42,34.01,4.7083
5435,-118.42,34.01,3.5667
5436,-118.43,34.01,2.697
5437,-118.43,34.01,6.4232
5438,-118.43,34.01,4.7009
5439,-118.44,34.01,6.0804
5440,-118.44,34.0,2.599
5441,-118.44,34.0,4.75
5442,-118.45,34.0,4.7
5443,-118.44,34.0,3.875
5444,-118.43,34.0,3.3995
5445,-118.44,34.0,3.1579
5446,-118.44,34.0,4.1083
5447,-118.42,34.01,3.099
5448,-118.42,34.01,3.6611
5449,-118.42,34.0,3.9798
5450,-118.43,34.0,2.7058
5451,-118.46,34.01,5.6428
5452,-118.46,34.0,2.918
5453,-118.46,34.0,5.1664
5454,-118.46,34.0,4.7344
5455,-118.46,34.01,4.2813
5456,-118.47,34.0,2.7143
5457,-118.47,34.0,2.2880000000000003
5458,-118.46,34.0,2.3542
5459,-118.47,33.99,2.8417
5460,-118.47,34.0,2.6042
5461,-118.47,33.99,2.0714
5462,-118.47,33.99,2.5938
5463,-118.47,33.99,2.1471
5464,-118.51,33.98,2.3417
5465,-118.48,33.99,2.5523
5466,-118.47,33.99,3.015
5467,-118.47,33.99,3.0682
5468,-118.47,33.99,2.8514
5469,-118.47,33.99,3.4071
5470,-118.47,33.99,2.975
5471,-118.5,33.97,2.2643
5472,-118.45,33.99,4.1861
5473,-118.46,33.99,3.5234
5474,-118.46,33.99,4.0598
5475,-118.46,34.0,3.6458
5476,-118.46,34.0,3.875
5477,-118.45,34.0,4.45
5478,-118.45,34.0,3.962
5479,-118.45,34.0,4.575
5480,-118.45,33.99,2.9722
5481,-118.45,33.99,3.1607
5482,-118.46,33.99,3.1992
5483,-118.46,33.99,4.337
5484,-118.46,33.98,5.2121
5485,-118.46,33.99,4.0156
5486,-118.46,33.98,3.8935
5487,-118.5,33.97,5.127999999999999
5488,-118.45,33.99,4.5673
5489,-118.45,33.99,6.0672
5490,-118.46,33.98,3.8068
5491,-118.46,33.97,3.8698
5492,-118.46,33.97,6.1726
5493,-118.46,33.97,10.0
5494,-118.48,33.96,12.0088
5495,-118.4,34.0,5.8083
5496,-118.41,34.0,2.8393
5497,-118.41,34.0,3.1910000000000003
5498,-118.41,34.0,2.9338
5499,-118.42,34.0,3.1603
5500,-118.42,33.99,3.725
5501,-118.43,33.99,4.3281
5502,-118.43,33.98,7.5426
5503,-118.43,33.99,2.6667
5504,-118.43,33.99,4.0189
5505,-118.42,33.99,4.4228
5506,-118.42,33.98,3.6667
5507,-118.43,33.99,4.875
5508,-118.44,33.99,4.3333
5509,-118.41,33.99,1.1985
5510,-118.42,33.99,4.0893
5511,-118.42,33.99,4.5521
5512,-118.41,34.0,2.7153
5513,-118.41,33.99,3.6538
5514,-118.4,33.99,2.825
5515,-118.41,33.98,3.9727
5516,-118.39,33.97,6.2673
5517,-118.38,33.97,7.4897
5518,-118.39,33.97,6.235
5519,-118.39,33.97,5.1333
5520,-118.39,33.97,6.5778
5521,-118.39,33.96,5.8143
5522,-118.39,33.96,3.625
5523,-118.36,33.98,3.0927
5524,-118.37,33.98,4.3438
5525,-118.37,33.97,3.3889
5526,-118.41,33.97,6.1333
5527,-118.41,33.97,5.5941
5528,-118.4,33.96,6.8197
5529,-118.41,33.96,6.0286
5530,-118.41,33.97,6.2022
5531,-118.41,33.97,4.6176
5532,-118.42,33.97,4.9375
5533,-118.42,33.96,5.617999999999999
5534,-118.43,33.96,6.1985
5535,-118.43,33.96,5.8864
5536,-118.44,33.96,5.6435
5537,-118.43,33.96,8.7819
5538,-118.43,33.97,7.7197
5539,-118.42,33.96,5.0714
5540,-118.43,33.96,5.1064
5541,-118.4,33.97,5.6169
5542,-118.4,33.98,5.9856
5543,-118.4,33.98,5.611000000000001
5544,-118.4,33.97,7.5953
5545,-118.4,33.97,4.6364
5546,-118.4,33.97,5.9544
5547,-118.4,33.96,5.6732
5548,-118.37,33.97,5.726
5549,-118.38,33.97,6.019
5550,-118.38,33.96,4.6923
5551,-118.38,33.95,3.2708
5552,-118.38,33.95,2.5833
5553,-118.37,33.95,3.111
5554,-118.4,33.96,4.1852
5555,-118.41,33.96,3.9792
5556,-118.41,33.96,4.1471
5557,-118.41,33.94,4.7375
5558,-118.45,33.96,5.723
5559,-118.45,33.96,6.3267
5560,-118.44,33.95,6.2551
5561,-118.28,33.92,2.1875
5562,-118.28,33.91,2.6546
5563,-118.29,33.9,4.4636
5564,-118.29,33.91,3.8372
5565,-118.29,33.91,2.4741
5566,-118.29,33.92,2.7368
5567,-118.28,33.88,2.6618
5568,-118.29,33.88,4.317
5569,-118.29,33.88,2.9063
5570,-118.29,33.89,3.59
5571,-118.29,33.87,4.381
5572,-118.3,33.86,5.1727
5573,-118.3,33.86,4.9792
5574,-118.29,33.85,1.9049
5575,-118.31,33.84,2.6491
5576,-118.3,33.84,4.7222
5577,-118.3,33.84,4.9196
5578,-118.3,33.85,2.3942
5579,-118.3,33.83,3.1851
5580,-118.3,33.83,3.5473
5581,-118.31,33.83,2.9619
5582,-118.3,33.82,2.6136
5583,-118.3,33.82,2.8106
5584,-118.3,33.82,2.6368
5585,-118.3,33.81,5.322
5586,-118.3,33.8,5.3106
5587,-118.31,33.8,3.125
5588,-118.3,33.79,3.0057
5589,-118.3,33.79,2.9154
5590,-118.3,33.79,3.1630000000000003
5591,-118.3,33.78,4.6207
5592,-118.26,33.8,3.1779
5593,-118.25,33.8,3.35
5594,-118.26,33.79,5.5
5595,-118.25,33.79,2.375
5596,-118.24,33.8,3.6161
5597,-118.23,33.8,1.3333
5598,-118.27,33.8,3.35
5599,-118.27,33.79,3.1613
5600,-118.27,33.79,3.3929
5601,-118.28,33.8,4.0
5602,-118.28,33.79,4.3816
5603,-118.28,33.79,3.3009
5604,-118.28,33.78,3.2011
5605,-118.29,33.79,2.0
5606,-118.29,33.79,3.3427
5607,-118.3,33.79,2.5
5608,-118.3,33.8,3.1392
5609,-118.27,33.79,2.9375
5610,-118.26,33.78,2.0458
5611,-118.27,33.79,2.1447
5612,-118.27,33.79,2.8462
5613,-118.25,33.79,2.7143
5614,-118.25,33.79,2.7308
5615,-118.25,33.79,1.9208
5616,-118.26,33.78,1.9923
5617,-118.26,33.79,3.5488
5618,-118.23,33.78,2.5588
5619,-118.26,33.78,2.0956
5620,-118.25,33.78,1.4444
5621,-118.24,33.78,2.25
5622,-118.26,33.78,2.1311
5623,-118.26,33.77,2.4545
5624,-118.27,33.77,1.9964
5625,-118.27,33.78,2.5262
5626,-118.28,33.78,3.2115
5627,-118.27,33.77,1.5369
5628,-118.27,33.76,3.125
5629,-118.3,33.77,2.9571
5630,-118.3,33.76,5.7764
5631,-118.28,33.77,2.9063
5632,-118.28,33.75,2.45
5633,-118.28,33.75,1.8393
5634,-118.28,33.74,1.5394
5635,-118.28,33.75,1.2276
5636,-118.28,33.74,0.7591
5637,-118.3,33.75,4.2308
5638,-118.3,33.76,5.1269
5639,-118.3,33.75,5.6611
5640,-118.3,33.75,4.625
5641,-118.3,33.74,4.4671
5642,-118.31,33.74,4.5074
5643,-118.31,33.74,4.3472
5644,-118.29,33.75,2.5795
5645,-118.3,33.75,3.5056
5646,-118.29,33.75,2.7031
5647,-118.29,33.74,2.1473
5648,-118.29,33.74,2.2188
5649,-118.29,33.74,2.75
5650,-118.29,33.74,2.0329
5651,-118.29,33.73,2.5759
5652,-118.29,33.73,2.1382
5653,-118.29,33.73,3.3616
5654,-118.3,33.73,2.7451
5655,-118.3,33.74,2.9386
5656,-118.31,33.73,5.0874
5657,-118.31,33.73,5.249
5658,-118.3,33.74,3.9167
5659,-118.3,33.73,4.194
5660,-118.31,33.73,4.2059
5661,-118.28,33.74,1.8584
5662,-118.28,33.73,2.0469
5663,-118.28,33.73,2.1935
5664,-118.28,33.73,1.9167
5665,-118.29,33.73,2.7139
5666,-118.29,33.72,3.1932
5667,-118.3,33.72,3.4474
5668,-118.3,33.72,3.3397
5669,-118.3,33.73,3.5694
5670,-118.31,33.73,4.1812
5671,-118.31,33.72,4.1451
5672,-118.33,33.69,4.7216
5673,-118.31,33.73,5.4533
5674,-118.32,33.73,7.6886
5675,-118.33,33.72,6.4246
5676,-118.29,33.71,3.7596
5677,-118.31,33.67,5.3074
5678,-118.3,33.72,6.2028
5679,-118.29,33.71,3.1071
5680,-118.29,33.71,4.25
5681,-118.29,33.71,4.5606
5682,-118.29,33.72,3.274
5683,-118.29,33.72,3.5109
5684,-118.28,33.68,3.7282
5685,-118.23,34.24,7.642
5686,-118.23,34.23,6.0
5687,-118.24,34.24,7.1463
5688,-118.24,34.24,7.585
5689,-118.23,34.22,4.5486
5690,-118.24,34.23,5.3473
5691,-118.24,34.23,6.01
5692,-118.24,34.23,5.1028
5693,-118.25,34.23,4.1667
5694,-118.25,34.25,4.9355
5695,-118.25,34.23,4.6852
5696,-118.26,34.24,6.1873
5697,-118.26,34.24,6.6277
5698,-118.26,34.24,5.7083
5699,-118.26,34.24,4.4821
5700,-118.25,34.23,4.4083
5701,-118.25,34.22,5.5362
5702,-118.25,34.23,5.0862
5703,-118.26,34.23,4.5759
5704,-118.26,34.23,7.5582
5705,-118.26,34.23,5.4306
5706,-118.22,34.21,3.5707
5707,-118.23,34.21,3.5174
5708,-118.23,34.21,3.3287
5709,-118.23,34.21,2.5463
5710,-118.23,34.21,3.4148
5711,-118.24,34.22,3.4531
5712,-118.24,34.22,4.1523
5713,-118.25,34.22,3.8068
5714,-118.23,34.21,6.212999999999999
5715,-118.23,34.2,5.3925
5716,-118.23,34.2,3.399
5717,-118.24,34.2,5.5756
5718,-118.24,34.21,3.5777
5719,-118.24,34.22,5.529
5720,-118.27,34.22,7.2812
5721,-118.23,34.18,3.6875
5722,-118.23,34.18,6.207000000000001
5723,-118.23,34.18,8.1132
5724,-118.26,34.18,8.1657
5725,-118.22,34.19,3.215
5726,-118.22,34.19,4.9297
5727,-118.22,34.19,3.9777
5728,-118.21,34.18,12.1579
5729,-118.23,34.17,3.5781
5730,-118.21,34.17,8.1325
5731,-118.21,34.16,5.9199
5732,-118.19,34.16,6.6009
5733,-118.2,34.16,6.8317
5734,-118.23,34.16,5.1718
5735,-118.23,34.15,3.1004
5736,-118.23,34.15,5.3369
5737,-118.24,34.16,3.3333
5738,-118.24,34.16,9.5823
5739,-118.24,34.16,6.6603
5740,-118.25,34.16,4.9135
5741,-118.25,34.17,5.1242
5742,-118.25,34.16,2.5668
5743,-118.26,34.17,3.8576
5744,-118.26,34.16,3.1484
5745,-118.26,34.16,3.1733
5746,-118.26,34.16,3.7321
5747,-118.27,34.17,5.5118
5748,-118.27,34.16,2.9148
5749,-118.27,34.16,3.6587
5750,-118.28,34.17,5.5658
5751,-118.27,34.17,6.9135
5752,-118.27,34.17,7.8383
5753,-118.27,34.18,6.2976
5754,-118.28,34.18,7.4046
5755,-118.28,34.18,5.3185
5756,-118.29,34.18,5.049
5757,-118.28,34.18,6.884
5758,-118.28,34.17,3.6354
5759,-118.29,34.17,2.3482
5760,-118.29,34.17,4.325
5761,-118.29,34.18,3.6974
5762,-118.29,34.16,3.7083
5763,-118.29,34.16,4.3438
5764,-118.29,34.17,2.9
5765,-118.3,34.17,2.6016
5766,-118.3,34.17,5.0056
5767,-118.29,34.16,3.2083
5768,-118.3,34.16,3.2321
5769,-118.3,34.16,2.8342
5770,-118.27,34.16,3.0114
5771,-118.27,34.15,2.6729
5772,-118.27,34.15,3.0199
5773,-118.27,34.15,3.2171
5774,-118.27,34.16,3.1397
5775,-118.27,34.16,4.3438
5776,-118.28,34.16,2.9491
5777,-118.26,34.16,3.5417
5778,-118.26,34.15,3.0
5779,-118.26,34.15,2.8884
5780,-118.26,34.15,2.8088
5781,-118.24,34.16,6.9408
5782,-118.24,34.15,3.3906
5783,-118.24,34.15,3.1435
5784,-118.25,34.15,3.6875
5785,-118.25,34.16,3.9054
5786,-118.24,34.15,3.052
5787,-118.24,34.15,2.5924
5788,-118.25,34.15,2.8478
5789,-118.25,34.15,2.2621
5790,-118.25,34.15,3.0441
5791,-118.23,34.14,2.6268
5792,-118.24,34.14,3.0206
5793,-118.24,34.14,2.1444
5794,-118.23,34.15,3.0288
5795,-118.23,34.14,2.9167
5796,-118.24,34.14,2.462
5797,-118.24,34.14,1.9125
5798,-118.24,34.13,3.3636
5799,-118.24,34.13,5.6921
5800,-118.24,34.15,1.7301
5801,-118.24,34.14,2.4421
5802,-118.25,34.14,1.8929
5803,-118.25,34.14,1.8235
5804,-118.25,34.15,0.8185
5805,-118.26,34.14,1.5417
5806,-118.26,34.14,2.2614
5807,-118.27,34.14,3.0074
5808,-118.26,34.14,4.1083
5809,-118.27,34.15,3.008
5810,-118.26,34.13,2.6673
5811,-118.26,34.13,2.5
5812,-118.26,34.13,1.2188
5813,-118.26,34.14,2.5388
5814,-118.25,34.14,2.1602
5815,-118.25,34.14,2.506
5816,-118.25,34.13,2.5417
5817,-118.24,34.13,4.0272
5818,-118.25,34.13,2.125
5819,-118.25,34.13,2.2244
5820,-118.25,34.12,2.4856
5821,-118.31,34.22,7.1262
5822,-118.33,34.21,6.981
5823,-118.34,34.21,4.7885
5824,-118.29,34.18,3.9041
5825,-118.3,34.19,3.5083
5826,-118.3,34.19,4.7986
5827,-118.3,34.19,4.375
5828,-118.31,34.19,3.7015
5829,-118.3,34.19,4.9042
5830,-118.31,34.2,5.0865
5831,-118.32,34.2,6.9909
5832,-118.32,34.2,4.9886
5833,-118.32,34.2,3.9866
5834,-118.33,34.2,3.6071
5835,-118.33,34.2,4.3631
5836,-118.34,34.2,3.0431
5837,-118.34,34.19,2.875
5838,-118.36,34.2,2.5267
5839,-118.32,34.2,4.375
5840,-118.32,34.19,4.1731
5841,-118.32,34.19,3.0179
5842,-118.31,34.19,3.0625
5843,-118.32,34.19,3.3897
5844,-118.33,34.2,3.1051
5845,-118.3,34.18,3.0973
5846,-118.3,34.17,3.0687
5847,-118.3,34.18,3.3205
5848,-118.31,34.18,3.1587
5849,-118.31,34.19,2.0875
5850,-118.32,34.18,3.0179
5851,-118.32,34.18,3.4
5852,-118.32,34.17,3.5875
5853,-118.32,34.17,5.1008
5854,-118.33,34.17,4.2396
5855,-118.33,34.19,3.7344
5856,-118.33,34.18,4.6898
5857,-118.33,34.19,3.138
5858,-118.34,34.19,3.1406
5859,-118.33,34.18,3.7411
5860,-118.33,34.18,3.8462
5861,-118.33,34.18,5.6975
5862,-118.34,34.19,2.6827
5863,-118.34,34.19,4.1923
5864,-118.34,34.18,3.24
5865,-118.34,34.18,2.8125
5866,-118.35,34.19,4.0313
5867,-118.36,34.19,5.1814
5868,-118.35,34.18,4.282
5869,-118.35,34.18,3.3056
5870,-118.35,34.17,3.5583
5871,-118.35,34.17,2.0385
5872,-118.35,34.17,4.4408
5873,-118.36,34.17,4.0742
5874,-118.34,34.18,3.875
5875,-118.34,34.18,3.8668
5876,-118.34,34.17,4.1161
5877,-118.35,34.16,3.2015
5878,-118.35,34.16,4.2212
5879,-118.35,34.16,5.636
5880,-118.33,34.17,2.4730000000000003
5881,-118.33,34.16,3.7941
5882,-118.34,34.17,3.2125
5883,-118.34,34.17,4.875
5884,-118.34,34.16,3.6111
5885,-118.34,34.16,3.692
5886,-118.33,34.16,3.4286
5887,-118.33,34.15,2.3667
5888,-118.33,34.15,4.2679
5889,-118.34,34.15,3.5637
5890,-118.34,34.15,4.0893
5891,-118.34,34.16,3.6486
5892,-118.32,34.17,4.0648
5893,-118.31,34.16,3.2112
5894,-118.32,34.16,6.2547
5895,-118.32,34.17,2.9306
5896,-118.33,34.16,3.4016
5897,-118.32,34.16,4.3173
5898,-118.3,34.17,3.1551
5899,-118.31,34.16,3.9464
5900,-118.31,34.17,3.1823
5901,-118.31,34.17,2.4074
5902,-118.43,34.3,4.0223
5903,-118.43,34.3,3.6023
5904,-118.43,34.29,3.1212
5905,-118.42,34.29,3.4821
5906,-118.43,34.3,1.7062
5907,-118.44,34.29,4.6864
5908,-118.43,34.29,2.865
5909,-118.43,34.29,3.6726
5910,-118.43,34.29,3.2095
5911,-118.43,34.28,2.3724
5912,-118.44,34.29,2.0286
5913,-118.44,34.29,3.1588
5914,-118.45,34.29,2.3375
5915,-118.44,34.28,1.7708
5916,-118.44,34.28,2.875
5917,-118.44,34.28,1.9688
5918,-118.44,34.28,3.3687
5919,-118.44,34.28,2.5147
5920,-118.45,34.28,2.7155
5921,-117.71,34.15,7.9068
5922,-117.73,34.12,6.1731
